File Name,Lable,Score,Left Top X,Left Top Y,Right Bottom X,Right Bottom Y,Dice_index,Number of Pixels Affected,Time_expense
./model/artifact/3300_TB764119AM_TBAOL9C0_13_-17.996_-287.63__S_20170630_024432.JPG,TPPFG,0.957663,233.392,319.683,246.381,335.109,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764119AM_TBAOL9C0_13_-17.996_-287.63__S_20170630_024432.JPG,TPPFG,0.654645,234.988,323.589,244.311,334.283,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764119AM_TBAOL9C0_13_-17.996_-287.63__S_20170630_024432.JPG,TPPFG,0.701096,233.785,310.032,244.721,331.319,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764119AM_TBAOL9C0_13_-17.996_-287.63__S_20170630_024432.JPG,TTFBS,0.75685,162.816,335.606,170.391,343.204,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764119AM_TBAOL9C0_13_-17.996_-287.63__S_20170630_024432.JPG,TTFBS,0.596676,558.477,323.113,636.885,379.081,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764119AM_TBAOL9C0_13_-17.996_-287.63__S_20170630_024432.JPG,TTSPS,0.681427,295.039,318.594,308.205,327.507,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764119AM_TBAOL9C0_13_-17.996_-287.63__S_20170630_024432.JPG,TTSPS,0.805603,458.507,327.917,469.456,337.54,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764119AM_TBAOL9C0_13_-17.996_-287.63__S_20170630_024432.JPG,TTSPS,0.849345,464.4,328.121,472.85,336.496,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764624AF_TBAOL8C0_10_569.300_1128.690__S_20170703_083403.JPG,TCFBA,0.610691,620.526,185.532,628.655,194.283,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764624AF_TBAOL8C0_10_569.300_1128.690__S_20170703_083403.JPG,TCFBA,0.57192,533.263,295.188,541.646,304.572,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764624AF_TBAOL8C0_10_569.300_1128.690__S_20170703_083403.JPG,TCFBA,0.826878,536.934,295.253,545.432,305.145,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764624AF_TBAOL8C0_10_569.300_1128.690__S_20170703_083403.JPG,TPWR0,0.98322,549.118,270.545,641.385,365.653,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764624AF_TBAOL8C0_10_569.300_1128.690__S_20170703_083403.JPG,TPWR0,0.757097,570.47,187.42,635.086,269.93,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764624AF_TBAOL8C0_10_569.300_1128.690__S_20170703_083403.JPG,TTFBS,0.514772,631.151,228.953,639.278,238.023,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764503AP_TBAOLDC0_1_-596.277_456.666__S_20170702_233834.JPG,TCFBA,0.995762,441.999,454.929,464.534,487.397,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764102BD_TBAOLAC0_5_-1049.576_436.382__S_20170630_195844.JPG,TTFBS,0.967408,406.979,453.153,449.764,494.36,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764129AB_TBAOL9C0_1_-807.0_169.291__L_20170630_055534.JPG,TCFBA,0.50794,363.602,384.281,372.398,393.864,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764129AB_TBAOL9C0_1_-807.0_169.291__L_20170630_055534.JPG,TCFBA,0.980631,295.99,130.959,302.49,138.519,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770164AA_TBAOL8C0_11_-848.482_-166.149__M_20170704_003400.JPG,TTSPS,0.557312,773.49,111.412,783.88,119.941,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764138AR_TBAOL1C0_7_277.883_622.568__S_20170630_004506.JPG,TCFBA,0.998141,567.953,211.906,589.338,231.512,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764735AQ_TBAOL8C0_17_447.927_-704.650__S_20170703_095436.JPG,TPDEB,0.996877,342.486,107.551,409.217,192.52,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB784402AQ_TBAOL8C0_8_848.333_329.155__S_20170901_011846.JPG,TPPFG,0.998967,637.208,188.207,670.673,210.324,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770166AH_TBAOLAC0_9_590.110_-1167.723__S_20170704_141717.JPG,TTSPS,0.991544,559.428,372.528,581.18,390.869,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770143AP_TBAOL8C0_17_-634.622_-598.121__O_20170703_223334.JPG,TTFBS,0.54165,424.125,80.3357,430.648,86.4031,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770081BD_TBAOLDC0_12_-904.435_-1105.84__S_20170703_113029.JPG,TCFBA,0.999874,436.282,219.29,465.724,240.277,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764748AA_TBAOL8C0_16_345.343_-871.503__S_20170703_085452.JPG,TCFBA,0.996869,472.744,306.452,501.436,326.614,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764110BD_TBAOL9C0_10_-816.223_-155.799__S_20170630_164003.JPG,TCFBA,0.833422,558.353,261.775,580.168,287.403,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764192AM_TBAOLAC0_3_-517.741_1067.58__S_20170630_095547.JPG,TPPFG,0.565037,465.444,54.3047,501.055,118.009,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764192AM_TBAOLAC0_3_-517.741_1067.58__S_20170630_095547.JPG,TPWR0,0.898222,239.397,493.067,325.736,748.237,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764192AM_TBAOLAC0_3_-517.741_1067.58__S_20170630_095547.JPG,TPWR0,0.703335,384.17,238.524,442.855,400.073,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764192AM_TBAOLAC0_3_-517.741_1067.58__S_20170630_095547.JPG,TPWR0,0.887077,458.572,49.3309,514.534,125.073,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB784263AR_TBAOL6C0_7_268.415_-250.530__M_20170829_224029.JPG,TPDEB,0.997703,379.692,365.918,494.196,481.413,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764680AP_TBAOLDC0_15_928.173_-850.867__S_20170702_162921.JPG,TTFBS,0.994277,441.991,169.902,456.9,184.258,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770031AG_TBAOL9C0_15_846.582_-359.6__S_20170707_110056.JPG,TCFBA,0.951393,518.098,301.252,526.21,309.521,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770031AG_TBAOL9C0_15_846.582_-359.6__S_20170707_110056.JPG,TPWR0,0.937251,452.546,296.071,521.196,342.623,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770031AG_TBAOL9C0_15_846.582_-359.6__S_20170707_110056.JPG,TTFBS,0.767399,367.294,395.855,376.048,402.554,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB784725AD_TBAOL6C0_5_117.589_139.880__O_20170902_053335.JPG,TPDEB,0.998305,517.886,285.292,736.28,447.23,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB784725AD_TBAOL6C0_5_117.589_139.880__O_20170902_053335.JPG,TTSPS,0.542312,503.521,324.416,726.216,445.857,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB771673AE_TBAOL8C0_11_388.859_1096.36__S_20170713_121008.JPG,TPPFG,0.976385,570.289,213.23,596.16,247.69,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764628AP_TBAOLDC0_19_597.537_-924.951__S_20170702_152252.JPG,TCFBA,0.64047,457.188,325.355,472.795,350.788,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764628AP_TBAOLDC0_19_597.537_-924.951__S_20170702_152252.JPG,TPPFG,0.979338,478.329,274.505,485.771,285.763,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764628AP_TBAOLDC0_19_597.537_-924.951__S_20170702_152252.JPG,TTFBS,0.864752,456.282,325.376,473.516,352.884,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770254AB_TBAOL9C0_19_-299.682_-1006.362__S_20170704_091414.JPG,TTSPS,0.504494,614.61,215.776,621.785,222.088,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB784299AK_TBAOL6C0_1_-875.708_1216.40__M_20170829_044024.JPG,TPDEB,0.994592,539.017,137.833,597.436,199.983,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764164BB_TBAOLAC0_6_330.644_484.770__L_20170630_063421.JPG,TTFBS,0.625758,301.145,312.844,310.176,322.028,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB790153AD_TBAOL9C0_1_-879.197_1214.37__S_20170903_120318.JPG,TPDEB,0.988932,559.522,166.284,601.502,207.397,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770181AB_TBAOL9C0_19_506.742_-582.742__S_20170704_054104.JPG,TPWR0,0.67271,551.178,315.373,566.633,337.211,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770082BA_TBAOL8C0_16_99.750_-652.167__O_20170703_230828.JPG,TCFBA,0.657234,290.576,324.777,297.237,332.031,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770082BA_TBAOL8C0_16_99.750_-652.167__O_20170703_230828.JPG,TCFBA,0.648137,393.991,0.675703,458.76,104.638,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770082BA_TBAOL8C0_16_99.750_-652.167__O_20170703_230828.JPG,TCFBA,0.843066,288.977,325.066,295.009,332.03,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770082BA_TBAOL8C0_16_99.750_-652.167__O_20170703_230828.JPG,TPWR0,0.660174,630.555,345.681,657.497,367.122,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770082BA_TBAOL8C0_16_99.750_-652.167__O_20170703_230828.JPG,TTFBS,0.623263,222.685,378.724,231.347,384.633,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB784215AB_TBAOL9C0_5_298.964_479.174__S_20170829_015047.JPG,TPPFG,0.987069,600.287,220.437,674.942,286.75,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770017AB_TBAOLAC0_17_69.881_-983.746__S_20170703_093442.JPG,TCFBA,0.691816,438.464,322.614,448.483,332.534,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770017AB_TBAOLAC0_17_69.881_-983.746__S_20170703_093442.JPG,TPWR0,0.741886,479.107,275.94,486.511,283.104,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770017AB_TBAOLAC0_17_69.881_-983.746__S_20170703_093442.JPG,TPWR0,0.819419,461.939,302.073,505.832,383.061,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770017AB_TBAOLAC0_17_69.881_-983.746__S_20170703_093442.JPG,TPWR0,0.639542,476.693,275.546,489.109,286.547,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770017AB_TBAOLAC0_17_69.881_-983.746__S_20170703_093442.JPG,TTFBS,0.940365,480.341,238.878,492.264,253.42,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770086AH_TBAOLDC0_13_-1041.916_-890.971__S_20170703_113841.JPG,TCFBA,0.990575,424.314,106.234,440.782,132.886,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764193AU_TBAOL9C0_6_502.283_897.577__S_20170630_022604.JPG,TTFBS,0.991997,465.251,252.304,486.773,278.197,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770325AP_TBAOLAC0_22_309.302_-492.550__S_20170705_012359.JPG,TCFBA,0.660975,551.823,435.868,559.699,444.348,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770325AP_TBAOLAC0_22_309.302_-492.550__S_20170705_012359.JPG,TCFBA,0.980634,632.378,476.267,641.556,485.073,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770325AP_TBAOLAC0_22_309.302_-492.550__S_20170705_012359.JPG,TCFBA,0.819104,752.293,385.08,759.585,392.057,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770325AP_TBAOLAC0_22_309.302_-492.550__S_20170705_012359.JPG,TPPFG,0.890893,490.936,378.721,542.036,416.465,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770325AP_TBAOLAC0_22_309.302_-492.550__S_20170705_012359.JPG,TPPFG,0.984266,614.539,487.94,627.057,503.326,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764741AH_TBAOLAC0_12_263.385_-222.106__S_20170703_091312.JPG,TCFBA,0.731404,467.638,386.803,511.394,412.558,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764741AH_TBAOLAC0_12_263.385_-222.106__S_20170703_091312.JPG,TCFBA,0.913252,463.434,316.957,475.709,329.478,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764741AH_TBAOLAC0_12_263.385_-222.106__S_20170703_091312.JPG,TPPFG,0.559253,679.898,285.25,690.237,295.657,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764741AH_TBAOLAC0_12_263.385_-222.106__S_20170703_091312.JPG,TPPFG,0.953468,513.507,375.86,523.979,385.597,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764741AH_TBAOLAC0_12_263.385_-222.106__S_20170703_091312.JPG,TTSPS,0.7699,403.337,397.816,414.41,409.021,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764676AL_TBAOLDC0_22_-888.629_-55.980__M_20170703_082103.JPG,TPWR0,0.999985,378.33,154.596,439.609,247.353,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764616AV_TBAOLDC0_3_72.909_299.675__M_20170704_002332.JPG,TPWR0,0.920181,424.686,350.422,572.548,480.616,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764142AW_TBAOLDC0_22_1.955_-510.43__O_20170702_005844.JPG,TCFBA,0.640706,397.93,369.651,420.945,384.376,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764142AW_TBAOLDC0_22_1.955_-510.43__O_20170702_005844.JPG,TCFBA,0.863399,558.952,458.034,567.813,468.06,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764142AW_TBAOLDC0_22_1.955_-510.43__O_20170702_005844.JPG,TCFBA,0.858533,292.001,384.266,299.105,394.725,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764142AW_TBAOLDC0_22_1.955_-510.43__O_20170702_005844.JPG,TTSPS,0.785579,374.147,339.255,381.613,344.972,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764142AW_TBAOLDC0_22_1.955_-510.43__O_20170702_005844.JPG,TTSPS,0.514273,372.481,338.801,382.229,346.589,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB771088AB_TBAOL8C0_12_-307.589_-274.714__L_20170709_125405.JPG,TPWR0,0.992603,335.999,154.803,418.914,233.411,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764092AZ_TBAOLAC0_1_-1041.186_1017.442__L_20170630_164928.JPG,TCFBA,0.647953,508.948,368.354,517.063,375.311,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764092AZ_TBAOLAC0_1_-1041.186_1017.442__L_20170630_164928.JPG,TCFBA,0.876427,372.549,506.471,403.505,534.629,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764092AZ_TBAOLAC0_1_-1041.186_1017.442__L_20170630_164928.JPG,TCFBA,0.708929,469.914,355.642,503.56,378.851,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764092AZ_TBAOLAC0_1_-1041.186_1017.442__L_20170630_164928.JPG,TTFBS,0.65521,469.91,355.098,505.201,378.822,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764092AZ_TBAOLAC0_1_-1041.186_1017.442__L_20170630_164928.JPG,TTFBS,0.998214,519.635,382.266,541.591,400.867,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764092AZ_TBAOLAC0_1_-1041.186_1017.442__L_20170630_164928.JPG,TTFBS,0.992363,440.687,414.57,473.862,444.837,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764092AZ_TBAOLAC0_1_-1041.186_1017.442__L_20170630_164928.JPG,TTSPS,0.523441,516.91,369.436,522.724,375.528,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770999AS_TBAOL9C0_2_-514.824_947.456__S_20170708_172925.JPG,TPWR0,0.999285,480.082,265.347,511.511,295.477,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764546AH_TBAOL8C0_3_-207.195_804.581__M_20170702_060908.JPG,TPWR0,0.99883,582.483,341.961,629.679,385.122,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB770413BC_TBAOL9C0_11_-617.138_-446.374__S_20170705_113408.JPG,TPWR0,0.989808,525.077,331.557,545.673,358.621,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB784369AP_TBAOL8C0_4_842.470_536.383__S_20170829_191823.JPG,TPPFG,0.980576,614.852,172.82,632.753,210.378,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764737AB_TBAOLDC0_8_-969.193_-226.414__O_20170702_174552.JPG,TCFBA,0.89223,469.933,24.9666,520.659,71.1558,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764737AB_TBAOLDC0_8_-969.193_-226.414__O_20170702_174552.JPG,TPPFG,0.528983,281.982,18.51,290.911,27.6439,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764737AB_TBAOLDC0_8_-969.193_-226.414__O_20170702_174552.JPG,TPWR0,0.906173,645.89,0,740.267,30.5861,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764737AB_TBAOLDC0_8_-969.193_-226.414__O_20170702_174552.JPG,TTSPS,0.987019,376.675,0.750695,390.515,10.3223,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB771697BB_TBAOL8C0_2_-834.733_459.981__S_20170713_105025.JPG,TPPFG,0.905879,606.103,415.353,648.466,453.844,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB771697BB_TBAOL8C0_2_-834.733_459.981__S_20170713_105025.JPG,TPWR0,0.618349,605.848,416.148,654.382,453.584,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB771697BB_TBAOL8C0_2_-834.733_459.981__S_20170713_105025.JPG,TTSPS,0.531819,618.082,480.066,628.111,490.962,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764589AE_TBAOL9C0_12_-194.673_1124.60__S_20170704_194551.JPG,TCFBA,0.999441,502.128,249.277,522.588,271.781,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764628AF_TBAOLDC0_27_117.867_-1170.578__S_20170702_151518.JPG,TCFBA,0.993775,488.475,129.052,521.503,164.128,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764578BD_TBAOLDC0_16_-931.672_-573.482__S_20170703_071020.JPG,TCFBA,0.974488,438.846,57.1004,463.133,100.266,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764212AF_TBAOLAC0_12_-654.278_-152.430__S_20170630_160537.JPG,TTFBS,0.999993,362.392,190.655,406.188,233.459,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764088AT_TBAOL8C0_14_-820.113_-128.433__S_20170630_071425.JPG,TTFBS,0.997811,360.392,426.369,380.448,449.955,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB784494AG_TBAOL1C0_3_-865.822_520.228__S_20170901_171642.JPG,TPPFG,0.999025,619.206,0,654.253,51.2612,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764075BC_TBAOL8C0_20_3.944_-177.222__S_20170630_065813.JPG,TCFBA,0.51244,262.033,270.422,269.954,278.527,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764075BC_TBAOL8C0_20_3.944_-177.222__S_20170630_065813.JPG,TCFBA,0.53604,304.019,136.717,348.926,170.652,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764075BC_TBAOL8C0_20_3.944_-177.222__S_20170630_065813.JPG,TCFBA,0.862355,335.141,186.574,349.611,201.921,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764075BC_TBAOL8C0_20_3.944_-177.222__S_20170630_065813.JPG,TCFBA,0.66975,324.415,113.314,338.488,123.883,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764075BC_TBAOL8C0_20_3.944_-177.222__S_20170630_065813.JPG,TPPFG,0.515096,496.92,182.026,505.822,189.612,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764075BC_TBAOL8C0_20_3.944_-177.222__S_20170630_065813.JPG,TPPFG,0.552465,498.67,111.322,510.758,120.554,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764075BC_TBAOL8C0_20_3.944_-177.222__S_20170630_065813.JPG,TPPFG,0.55421,262.488,271.542,269.09,277.877,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764075BC_TBAOL8C0_20_3.944_-177.222__S_20170630_065813.JPG,TPWR0,0.707894,336.614,83.8444,522.386,211.137,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764075BC_TBAOL8C0_20_3.944_-177.222__S_20170630_065813.JPG,TTSPS,0.903171,443.769,2.23782,459.242,13.467,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764075BC_TBAOL8C0_20_3.944_-177.222__S_20170630_065813.JPG,TTSPS,0.54548,496.417,182.623,505.273,189.911,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764571AE_TBAOLDC0_2_-917.887_647.124__O_20170702_120932.JPG,TCFBA,0.640884,39.26,240.478,50.5756,249.988,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764571AE_TBAOLDC0_2_-917.887_647.124__O_20170702_120932.JPG,TCFBA,0.919627,683.507,400.404,691.356,408.136,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764571AE_TBAOLDC0_2_-917.887_647.124__O_20170702_120932.JPG,TCFBA,0.745098,344.426,577.671,352.565,584.507,0.9716126716324162,1,0.4329819679260254
./model/artifact/3300_TB764571AE_TBAOLDC0_2_-917.887_647.124__O_20170702_120932.JPG,TCFBA,0.928007,518.308,285.856,527.893,294.554,0.9716126716324162,1,0.4329819679260254
